age,duration,campaign,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,pdays_intermediate,pdays_never,pdays_recent,poutcome_failure,poutcome_nonexistent,poutcome_success
0.0,0.0,0.0,0.0,0.0,0.0,-0.07796276627734944,-0.1174228490889388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5889603504392298,0.0,0.0,0.0,0.0,0.0,0.0,0.1721103250267295,0.0,0.0,0.0,0.0,0.0,0.0,1.2226307419277396,0.0,0.0,0.0,0.815729408300569,0.0,0.39445747292383215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840454333466001,0.0,0.0,0.0,1.034607979955793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3863828934869638,0.0,0.0
0.0,0.0,0.0,0.0,0.02984964835051484,0.0,0.0,0.037073574815447076,0.0015021291343328969,0.0,0.9011586481741285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6104830633713738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414030792229963,0.0,0.0,0.0,0.3077275607205206,0.0,0.0,0.0,0.18445769460791087,0.0,0.0,0.0,0.0,1.0860974316418257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941599841894845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02701520358749597,0.0,0.0,0.03328579678992868,0.0,0.0,0.902006666926107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2301510791634669,0.0,0.0,0.0,0.0,0.0,0.0,0.8418493299923395,0.0,0.0,0.0,0.3065883315592665,0.0,0.0,0.0,0.0019962876493977433,0.5554518911140288,0.0,0.0,0.0,0.0,1.2748857632155788,0.0,0.0,0.0,0.0,0.0,1.0793790329934358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.036984295630002134,0.0,0.019624127774926947,0.0,0.0,0.0244714145947789,0.0,1.016601861010252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17784176981148386,0.0,0.0,0.0,0.0,0.9491121111558457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30766644106358537,0.0,0.0,0.0,0.18652719783840083,0.0,0.0,0.0,0.0,1.0962902627838478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0016990213131753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.023128335633636296,0.0,0.0,0.0,-0.013738548026410946,0.009187249853435563,0.0,0.0,0.0,1.6781547667428123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927499687727555,0.0,0.0,0.8311356268166327,0.0,0.4062363781788777,0.0,0.0,0.0,0.0,0.0,0.18402731886692636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2435958737360924,0.0,0.0,0.0,0.0,1.0147212219726247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.10092683868464686,-0.1750627475591493,0.0,0.9871598884833098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.309578561493954,0.0,0.0,0.0,0.0,0.0,0.9149914175946582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300797604764097,0.0,0.0,0.0,0.0,0.0,0.0,1.1812539851825012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992247231956098,0.0,0.0,0.0,0.0,1.8182885616250408,0.0,0.0,1.766689214537753
0.0,0.0,0.0,0.0,0.029303778543320207,0.0,0.0,0.03701095858962758,0.006026763224319609,1.0138479860455005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8773749373601599,0.0,0.0,0.0,0.9446250980630354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30790021438201687,0.0,0.0,0.0,0.18757175979320262,0.0,0.0,0.0,0.0,1.091739490819041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0422502502106994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.05156858438042939,0.0,-0.12666697513416736,0.0,0.9876926221572399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768412606135437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7867181647178658,0.0,0.0,0.0,0.0,0.40566953405850115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0768907373025918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0062971390910866,0.0,0.0,1.8253991278957054,0.0,0.0,0.0,0.0,1.7683121525231777
0.0,0.0,0.0,0.0,0.031215567595948998,0.0,0.03179352884394593,0.03783521153366223,0.0,0.0,0.0,0.0,0.0,0.0,1.7353477597206206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17885620958002166,0.0,0.0,0.0,0.0,0.9512781814179115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30868777471235226,0.0,0.0,0.0,0.1866697091410407,0.0,0.0,1.2014287081379411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0890857786866317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0019607475595559976,0.0,-0.02003002872254452,0.0,0.0,0.0,0.0,0.012313591141416254,0.0,0.0,0.0,0.0,0.0,1.4929715725634274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17998507083423707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7942724665682274,0.0,0.0,0.0,0.0,0.0,0.0,0.30634177927677253,0.0,0.0,0.0,0.0,0.5551643022696422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.251518563510346,0.0,0.0,1.0692183142456302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
