age,duration,campaign,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,pdays_intermediate,pdays_never,pdays_recent,poutcome_failure,poutcome_nonexistent,poutcome_success
0.0,0.0,0.0,0.0,-0.0721505990441606,0.0,0.0,-0.126132777768012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5932757347755586,0.0,0.0,0.0,0.0,0.0,0.0,0.1743312217644632,0.0,0.0,0.0,0.0,0.0,0.0,1.22063340653983,0.0,0.0,0.0,0.8147248629555927,0.0,0.3970795645198956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829237051045213,0.0,0.0,0.0,1.031008209300156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387845661893323,0.0,0.0
0.0,0.0,0.0,0.0,0.0297548618104621,0.0,0.0,0.0379275586282217,0.0020828180984979,0.0,0.9004192242754041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6103578648855703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8408124744649382,0.0,0.0,0.0,0.3068864418297319,0.0,0.0,0.0,0.1851248503559824,0.0,0.0,0.0,0.0,1.0869372420215322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993609477858194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0258113770621034,0.0,0.0,0.0335841794719825,0.0,0.0,0.9018723852749118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.230608827853012,0.0,0.0,0.0,0.0,0.0,0.0,0.8418642796368437,0.0,0.0,0.0,0.3070013047345077,0.0,0.0,0.0,0.0017863384127645,0.5557320839906543,0.0,0.0,0.0,0.0,1.2749633923399732,0.0,0.0,0.0,0.0,0.0,1.0793852142142928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0363257210627937,0.0,0.019740578925916,0.0,0.0,0.0241738915259333,0.0,1.0166116390458713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783639974169596,0.0,0.0,0.0,0.0,0.9491897561570876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076833286882116,0.0,0.0,0.0,0.1869110732968364,0.0,0.0,0.0,0.0,1.0960941022770705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0017244145796178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.0226081533270415,0.0,0.0,0.0,-0.0134626796976196,0.0086008366097666,0.0,0.0,0.0,1.6776491869704675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7918622630501579,0.0,0.0,0.8321860770286166,0.0,0.4064946362923085,0.0,0.0,0.0,0.0,0.0,0.1850035129098923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2432600608971935,0.0,0.0,0.0,0.0,1.0139557805463684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1153246730145638,-0.1820620190781934,0.0,0.987031530112098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3072690031411829,0.0,0.0,0.0,0.0,0.0,0.9178186876708632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877636139358408,0.0,0.0,0.0,0.0,0.0,0.0,1.177624598478001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000241621030084,0.0,0.0,0.0,0.0,1.8219442482900925,0.0,0.0,1.770892091407889
0.0,0.0,0.0060682479457598,0.0,0.0292555463647233,0.0,0.0,0.036952637760673,0.0,1.0129591824572968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775172806477866,0.0,0.0,0.0,0.9455815249999696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3089987231054199,0.0,0.0,0.0,0.1872876410587581,0.0,0.0,0.0,0.0,1.0916240959818246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041406356708711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0536794207167317,0.0,-0.1244147908063304,0.0,0.9929516473060338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1749464030674878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829029993874825,0.0,0.0,0.0,0.0,0.4063959612207015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0738322081352574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0078325502268035,0.0,0.0,1.8216864745269448,0.0,0.0,0.0,0.0,1.7689094738248623
0.0,0.0,0.0,0.0,0.0310486380597752,0.0,0.0314971927551663,0.0375058147068942,0.0,0.0,0.0,0.0,0.0,0.0,1.7357711246987604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785646838000912,0.0,0.0,0.0,0.0,0.9516315396178072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085152001285146,0.0,0.0,0.0,0.1864048395753373,0.0,0.0,1.2015055918383633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0897538041893662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002096742534233,0.0,-0.0197651805742088,0.0,0.0,0.0,0.0,0.0110916723472821,0.0,0.0,0.0,0.0,0.0,1.493929883385516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803734661194607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7938786005215075,0.0,0.0,0.0,0.0,0.0,0.0,0.3072142283030398,0.0,0.0,0.0,0.0,0.5554369754618845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2515157568139037,0.0,0.0,1.0679442343340926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
