age,duration,campaign,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,pdays_intermediate,pdays_never,pdays_recent,poutcome_failure,poutcome_nonexistent,poutcome_success
0.0,0.0,0.0,0.00885783132335518,0.0,0.0,0.0,-0.06142814290876153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8502013289103092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3658171418932774,0.0,0.0,0.0,0.8893822285140981,0.0,0.4032190284465298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7156757090763347,0.0,0.0,0.0,1.1311821351698677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5576757324252979,0.019841298586066928,0.0
0.002539073918253365,0.0,0.0,0.0,0.015772568831958315,0.0,0.0,0.016314429850124372,0.0,0.0,0.9463237074334843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7722610592591195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898456612671134,0.0,0.0,0.0,0.3071413016682826,0.0,0.0,0.0,0.1796625145704923,0.0,0.0,0.0,0.0,1.1660636618671367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0508023204410633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011378746039564689,0.0,0.0,0.010510136700695406,0.0,0.0,0.944128408388489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.314700392168092,0.0,0.0,0.0,0.0,0.0,0.0,0.896107477512156,0.0,0.0,0.0,0.30702213391854083,0.0,0.00014759479180614932,0.0,0.0,0.5841182774168502,0.0,0.0,0.0,0.0,1.373974471630372,0.0,0.0,0.0,0.0,0.0,1.1430168792038429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.011942503217553257,0.0,0.010944808914438248,0.0,0.0,0.011577072116628173,0.0,1.0542882016520758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17480584067895388,0.0,0.0,0.0,0.0,0.9963552886159883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3081768432544366,0.0,0.0,0.0,0.18126285305003528,0.0,0.0,0.0,0.0,1.1688715215056573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051103970577224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.00977214296792095,0.0,0.0,0.0,-0.006825072107744634,0.0032435952807153955,0.0,0.0,0.0,1.8587068219803373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831807044737307,0.0,0.0,0.8949918051405804,0.0,0.4143069470180254,0.0,0.0,0.0,0.0,0.0,0.1769857163256055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3590704434537078,0.0,0.0,0.0,0.0,1.0797502517045252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0170313695699722,0.0,0.0,0.027582558259473006,0.0,0.0,1.0272341970252787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433817792044915,0.0,0.0,0.0,0.0,0.0,0.9815400368552819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.281934266496585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062033756728551,0.0,0.0,0.0,0.0,2.080740297201487,0.0,0.03991333167131093,2.0216728218544278
0.009646750119484676,0.0,0.0,0.0,0.01541152157836212,0.0,0.0,0.017152343921545347,0.0,1.0561012205771685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9175481203842921,0.0,0.0,0.0,0.9972658354765364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3089062404838643,0.0,0.0,0.0,0.18126120715820382,0.0,0.0,0.0,0.0,1.1708940234152758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1023011974957755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.019421781873599997,0.0,0.0413305336262672,0.0,0.0,0.0,1.0397219563222053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829749637453327,0.0,0.0,0.0,0.0,0.4150347400431793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1715815604078583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0806660392749963,0.0,0.0,2.0855754498633643,0.0,0.0,0.0,0.027809686167860028,2.0255939662547666
0.0,0.0,0.0,0.0,0.016804792711482205,0.0,0.011822111256510226,0.017336068176581062,0.0,0.0,0.0,0.0,0.0,0.0,1.8948806152372974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1740680261482092,0.0,0.0,0.0,0.0,0.995448339330261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30772866148688105,0.0,0.0,0.0,0.17959627026545594,0.0,0.0,1.2859710282558592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1480232230009055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001380814727001578,0.0,0.0,0.0,0.0,0.0,0.0,0.003774817417851923,0.0,0.0,0.0,0.0,0.0,1.6643281842671485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1740866686398031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8317445915672467,0.0,0.0,0.0,0.0,0.0,0.0,0.3089478582150466,0.0,0.0,0.0,0.001845977722757875,0.5868065452660504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3664946879771853,0.0,0.0,1.1407505146463437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
