epoch,train_loss,val_loss
1,14.0440,13.4276
2,9.5270,13.5711
3,7.7562,12.4907
4,6.8441,8.0935
5,6.3266,10.1649
6,6.1033,9.3715
7,5.8581,11.3045
8,5.7295,12.6140
9,5.6044,6.2183
10,5.3427,4.6314
11,5.2069,7.7097
12,5.1837,6.3187
13,5.0553,4.2758
14,4.9585,20.2524
15,5.1652,4.2581
16,4.8271,5.5011
17,4.7666,10.0966
18,4.7889,10.2196
19,4.7835,6.0924
20,4.6612,4.2055
21,4.5553,4.4687
22,4.5414,4.0910
23,4.5156,5.4304
24,4.4996,4.0191
25,4.4656,3.7589
26,4.4247,4.4481
27,4.4108,4.1063
28,4.3834,3.7237
29,4.3631,5.3845
30,4.3498,3.8099
31,4.3080,3.7491
32,4.2981,3.4485
33,4.2759,3.7268
34,4.2686,3.4001
35,4.2424,3.5726
36,4.2272,9.3065
37,4.3195,3.3051
38,4.2192,3.9128
39,4.1925,3.4373
40,4.1912,3.5215
41,4.1588,3.5617
42,4.1536,3.8595
43,4.1503,4.6372
44,4.1917,3.5532
45,4.1253,3.4107
46,4.1267,4.3700
47,4.1212,10.5617
