epoch,train_loss,val_loss
1,8.1367,5.2858
2,3.7794,2.5803
3,1.8998,1.3600
4,1.0497,0.8051
5,0.6622,0.5510
6,0.4844,0.4346
7,0.4030,0.3812
8,0.3657,0.3568
9,0.3485,0.3454
10,0.3405,0.3401
11,0.3367,0.3375
12,0.3348,0.3361
13,0.3337,0.3353
14,0.3330,0.3347
15,0.3325,0.3343
16,0.3321,0.3339
17,0.3317,0.3336
18,0.3314,0.3332
19,0.3311,0.3329
20,0.3307,0.3326
21,0.3304,0.3322
22,0.3301,0.3319
23,0.3297,0.3316
24,0.3294,0.3312
25,0.3291,0.3309
26,0.3288,0.3306
27,0.3284,0.3303
28,0.3281,0.3300
29,0.3278,0.3297
30,0.3275,0.3293
31,0.3272,0.3290
32,0.3269,0.3287
33,0.3266,0.3284
34,0.3263,0.3281
35,0.3260,0.3278
36,0.3257,0.3275
37,0.3254,0.3272
38,0.3251,0.3269
39,0.3248,0.3267
40,0.3245,0.3264
41,0.3242,0.3261
42,0.3239,0.3258
43,0.3236,0.3255
44,0.3234,0.3252
45,0.3231,0.3249
46,0.3228,0.3247
47,0.3225,0.3244
48,0.3223,0.3241
49,0.3220,0.3238
50,0.3217,0.3236
51,0.3214,0.3233
52,0.3212,0.3230
53,0.3209,0.3228
54,0.3206,0.3225
55,0.3204,0.3222
56,0.3201,0.3220
57,0.3199,0.3217
58,0.3196,0.3215
59,0.3193,0.3212
60,0.3191,0.3210
61,0.3188,0.3207
62,0.3186,0.3205
63,0.3183,0.3202
64,0.3181,0.3200
65,0.3178,0.3197
66,0.3176,0.3195
67,0.3174,0.3192
68,0.3171,0.3190
69,0.3169,0.3188
70,0.3166,0.3185
71,0.3164,0.3183
72,0.3162,0.3180
73,0.3159,0.3178
74,0.3157,0.3176
75,0.3155,0.3174
76,0.3152,0.3171
77,0.3150,0.3169
78,0.3148,0.3167
79,0.3146,0.3165
80,0.3143,0.3162
81,0.3141,0.3160
82,0.3139,0.3158
83,0.3137,0.3156
84,0.3135,0.3154
85,0.3133,0.3151
86,0.3130,0.3149
87,0.3128,0.3147
88,0.3126,0.3145
89,0.3124,0.3143
90,0.3122,0.3141
91,0.3120,0.3139
92,0.3118,0.3137
93,0.3116,0.3135
94,0.3114,0.3133
95,0.3112,0.3131
96,0.3110,0.3129
97,0.3108,0.3127
98,0.3106,0.3125
99,0.3104,0.3123
100,0.3102,0.3121
101,0.3100,0.3119
102,0.3098,0.3117
103,0.3096,0.3115
104,0.3094,0.3113
105,0.3092,0.3111
106,0.3090,0.3109
107,0.3088,0.3108
108,0.3087,0.3106
109,0.3085,0.3104
110,0.3083,0.3102
111,0.3081,0.3100
112,0.3079,0.3098
113,0.3078,0.3097
114,0.3076,0.3095
115,0.3074,0.3093
116,0.3072,0.3091
117,0.3070,0.3089
118,0.3069,0.3088
119,0.3067,0.3086
120,0.3065,0.3084
121,0.3064,0.3083
122,0.3062,0.3081
123,0.3060,0.3079
124,0.3058,0.3078
125,0.3057,0.3076
126,0.3055,0.3074
127,0.3053,0.3073
128,0.3052,0.3071
129,0.3050,0.3069
130,0.3049,0.3068
131,0.3047,0.3066
132,0.3045,0.3065
133,0.3044,0.3063
134,0.3042,0.3061
135,0.3041,0.3060
136,0.3039,0.3058
137,0.3037,0.3057
138,0.3036,0.3055
139,0.3034,0.3054
140,0.3033,0.3052
141,0.3031,0.3051
142,0.3030,0.3049
143,0.3028,0.3048
144,0.3027,0.3046
145,0.3025,0.3045
146,0.3024,0.3043
147,0.3022,0.3042
148,0.3021,0.3040
149,0.3020,0.3039
150,0.3018,0.3037
151,0.3017,0.3036
152,0.3015,0.3035
153,0.3014,0.3033
154,0.3013,0.3032
155,0.3011,0.3030
156,0.3010,0.3029
157,0.3008,0.3028
158,0.3007,0.3026
159,0.3006,0.3025
160,0.3004,0.3024
161,0.3003,0.3022
162,0.3002,0.3021
163,0.3000,0.3020
164,0.2999,0.3018
165,0.2998,0.3017
166,0.2996,0.3016
167,0.2995,0.3014
168,0.2994,0.3013
169,0.2993,0.3012
170,0.2991,0.3011
171,0.2990,0.3009
172,0.2989,0.3008
173,0.2988,0.3007
174,0.2986,0.3006
175,0.2985,0.3004
176,0.2984,0.3003
177,0.2983,0.3002
178,0.2981,0.3001
179,0.2980,0.3000
180,0.2979,0.2998
181,0.2978,0.2997
182,0.2977,0.2996
183,0.2975,0.2995
184,0.2974,0.2994
185,0.2973,0.2992
186,0.2972,0.2991
187,0.2971,0.2990
188,0.2970,0.2989
189,0.2969,0.2988
190,0.2967,0.2987
