age,duration,campaign,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,pdays_intermediate,pdays_never,pdays_recent,poutcome_failure,poutcome_nonexistent,poutcome_success
0.0,0.0,0.0,0.0,-0.11535646202762939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28389966627798957,0.0,0.0,0.0,0.0,0.0,0.0,0.08384497822736184,-0.08433030753580072,0.0,0.0,0.0,0.0,0.0,-0.19726468923200235,0.0,0.0,0.15231304079832134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09059484695696204,0.0,0.0,0.0,0.37096802995541506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636219087338874,-0.38474033265276614,0.0
0.0,0.0,0.0,0.0,0.038377425732121474,0.0,0.0,0.0,0.0,0.0,0.22777830050421474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09315463440656666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14460735936899025,0.03738267506600379,0.0,0.0,0.0,0.0,0.0,0.017782187841933306,0.014362068723768617,0.0,0.0,0.0,0.0,0.0,0.27536605327782443,0.0,0.0,-0.1099518845972796,0.0,0.0,0.0,0.0,0.0,0.04071195947626503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.06922907156064717,0.0,0.0,0.0,0.0,0.0,0.26103081872318784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11580358309002373,0.0,0.0,0.0,0.18197000755157655,0.0,0.0,0.0,0.0,0.0,0.17496146759777595,0.11157440035751294,0.0,0.08344372311043446,0.0,0.0,0.0,0.0,0.0,0.0,0.12198577760197261,0.0,0.0,0.0,0.0,0.33771822682575414,0.0,0.0,0.0,0.0,0.0,0.5230415354390017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5968189862231736,0.0,0.025440815227965218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005003211093913995,0.12457028383995122,0.0,0.0,0.0,0.0,0.18401717062638306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027894378427630245,0.0,0.03252856772127592,0.0,0.0,0.012510048049672555,0.0,0.0,0.0,0.0,0.0,0.27046179326305414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039574110249132544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.06017542808906429,0.0,0.0,0.0,0.0,0.0,0.0,-0.09535710791390835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11373260981453534,0.0,0.0,0.0,0.0,0.0,0.0,0.036501218788568456,0.0,0.0,0.16366365676656905,0.11336884527070296,0.0,0.06976369025749825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09411810179445883,0.4082324000858836,0.0,0.0,0.0,0.0,-0.19455627940071743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0444917022363989,0.0,-0.055002791316913054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02272762219382627,0.0,0.0,0.11826911639635052,0.0,-0.03584717744571911,0.0,0.0,0.0,-0.03508015026450966,0.0,0.0,0.19892473822553214,0.0,-0.048676965261786796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16163573442045479,0.0,0.0,0.0,-0.28479333070444185,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03237612466277246,0.0,0.0,0.0,0.0,-0.10556559259933265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22292349439379935,0.17625972977201784,0.0,0.0,0.0,0.19737665582833466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13207973008895338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32236115286847994,0.0,0.0,-0.10047140942752675,0.0,0.0,0.0,0.0,0.0,0.061395379602432035,0.0,0.0,0.0,0.0,0.0,0.0,0.03448987263025432,0.0
0.0,0.0,0.0,0.0,-0.10110935613414913,0.0,0.0,0.0,0.0,-0.07516699771922254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02804886156477937,0.0,0.0,0.0,0.13951474780054135,-0.07193407638314683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1273089337796979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19142645383926035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15713440823894403,0.0,0.0,0.2335151470128586,-0.3578389417857525,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0627106225717356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11056437756375885,0.0,0.0,0.0,0.0,0.19039821826228517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07091021406403268,0.0,0.06579308423110469,0.03092463006982049,0.0,0.0,0.09451153102408948,0.0,0.0,0.28629526710464764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238926832849684,0.0,0.05993483364272955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3202687886369762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13278004731316045,-0.09985384332430702,0.0,0.0,0.0,-0.12041094547885607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02598671960265271,0.0,0.0925717923016602,0.0,0.0,0.0,0.0,0.111940380405546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6171937428328474,0.0,0.0,0.3956096624825109,0.0,0.029079334086568296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
